contig_name,plasmid_score,chromosome_score,predicted_label
185,0.5123418,0.9323841,Ambiguous
10,0.00016112968,0.99988353,Chromosome
14,0.010609584,0.9899393,Chromosome
1,1.2582083e-05,0.9999844,Chromosome
73,0.31891498,0.7324423,Chromosome
70,0.37436107,0.6455854,Chromosome
45,0.2832691,0.7230901,Chromosome
29,0.012404155,0.9859342,Chromosome
91,0.6676497,0.5265088,Ambiguous
126,0.22569655,0.94423425,Chromosome
97,0.25729406,0.7822662,Chromosome
93,0.28006938,0.75418586,Chromosome
103,0.32083663,0.9383626,Chromosome
180,0.18395308,0.9369487,Chromosome
94,0.03446271,0.97446364,Chromosome
58,0.22538035,0.7810439,Chromosome
120,0.049213603,0.9721548,Chromosome
160,0.034148157,0.99510056,Chromosome
138,0.28743508,0.78152376,Chromosome
164,0.4104042,0.7960022,Chromosome
19,0.008288301,0.9908652,Chromosome
112,0.07444782,0.9562907,Chromosome
142,0.5026846,0.99911314,Ambiguous
100,0.29925662,0.7524209,Chromosome
115,0.8504993,0.99260837,Ambiguous
171,0.029805955,0.99620014,Chromosome
117,0.050398342,0.9729567,Chromosome
4,0.00051574234,0.9994085,Chromosome
25,0.010527292,0.9883486,Chromosome
37,0.01886398,0.9831194,Chromosome
43,0.0029156583,0.9978531,Chromosome
82,0.08529595,0.93765754,Chromosome
98,0.37885967,0.93812764,Chromosome
150,0.05892069,0.9890076,Chromosome
159,0.85260826,0.29277012,Plasmid
33,0.5698718,0.592856,Ambiguous
96,0.40197545,0.66700655,Chromosome
65,0.21282624,0.8061545,Chromosome
59,0.084148034,0.90926254,Chromosome
39,0.09503639,0.8821797,Chromosome
18,0.30771303,0.6455417,Chromosome
24,0.018904638,0.97651446,Chromosome
55,0.073379,0.9159524,Chromosome
92,0.34021407,0.6727403,Chromosome
15,0.005438233,0.9937575,Chromosome
46,0.032926127,0.9637384,Chromosome
44,0.05753735,0.93392307,Chromosome
20,0.0069171144,0.99298483,Chromosome
130,0.111404814,0.91567993,Chromosome
158,0.13451329,0.97849506,Chromosome
75,0.3337837,0.7033504,Chromosome
90,0.37177733,0.7025251,Chromosome
23,0.013025074,0.984749,Chromosome
9,0.0011730879,0.99883467,Chromosome
56,0.09738602,0.8981628,Chromosome
79,0.25966898,0.7869629,Chromosome
77,0.99534684,0.014705784,Plasmid
155,0.44430324,0.9913257,Chromosome
38,0.019525386,0.98034793,Chromosome
51,0.04918484,0.9447983,Chromosome
124,0.9906441,0.04103574,Plasmid
139,0.058579758,0.9900309,Chromosome
153,0.20410357,0.9463786,Chromosome
137,0.08632543,0.94408154,Chromosome
136,0.16635959,0.96921366,Chromosome
121,0.23101412,0.96904916,Chromosome
134,0.2489431,0.8812968,Chromosome
109,0.64694566,0.98792833,Ambiguous
178,0.2834395,0.86040854,Chromosome
68,0.31151605,0.74652976,Chromosome
2,4.8304126e-05,0.9999337,Chromosome
151,0.2753714,0.84675866,Chromosome
42,0.114293516,0.8686323,Chromosome
119,0.21970224,0.9492555,Chromosome
182,0.54975396,0.8670894,Ambiguous
71,0.23275055,0.80164474,Chromosome
143,0.6959693,0.949059,Ambiguous
169,0.49956098,0.82558143,Chromosome
173,0.5135829,0.7480972,Ambiguous
165,0.8407463,0.9838066,Ambiguous
89,0.38553852,0.66746986,Chromosome
26,0.012496894,0.9822872,Chromosome
123,0.33106554,0.7729222,Chromosome
172,0.024418382,0.9872639,Chromosome
106,0.4071932,0.91211224,Chromosome
179,0.21580185,0.9210825,Chromosome
88,0.37755007,0.663748,Chromosome
87,0.1656667,0.89137006,Chromosome
140,0.07652064,0.98082733,Chromosome
28,0.01092647,0.9890216,Chromosome
66,0.19806097,0.80936974,Chromosome
