contig_name,plasmid_score,chromosome_score,predicted_label
244,0.6439059,0.41311827,Plasmid
472,0.682272,0.32133472,Plasmid
522,0.9980971,0.99790466,Ambiguous
489,0.7387105,0.312424,Plasmid
210,0.6395214,0.40494016,Plasmid
351,0.67201614,0.38994408,Plasmid
187,0.703188,0.42191878,Plasmid
459,0.67016333,0.32478935,Plasmid
438,0.6744985,0.3196274,Plasmid
78,0.60055393,0.39054185,Plasmid
274,0.65809345,0.37850866,Plasmid
227,0.6373335,0.3956314,Plasmid
200,0.6220781,0.39140648,Plasmid
96,0.47292748,0.4870528,not_labelled
229,0.6440299,0.4144937,Plasmid
393,0.66290355,0.3337438,Plasmid
484,0.8965666,0.96246475,Ambiguous
305,0.6288379,0.3773349,Plasmid
528,0.7147856,0.29004768,Plasmid
361,0.6881402,0.40441152,Plasmid
356,0.68791103,0.35375476,Plasmid
235,0.63284856,0.39878988,Plasmid
339,0.680559,0.3968516,Plasmid
439,0.7052492,0.31289124,Plasmid
506,0.709264,0.29651332,Plasmid
81,0.5775848,0.45832875,Plasmid
106,0.6056928,0.41287184,Plasmid
501,0.7723106,0.32293546,Plasmid
541,0.99157274,0.9954336,Ambiguous
151,0.6434544,0.41830215,Plasmid
267,0.64400107,0.41264787,Plasmid
370,0.62974554,0.3544612,Plasmid
465,0.70673287,0.33036157,Plasmid
34,0.13474956,0.71587807,Chromosome
54,0.25595415,0.69679296,Chromosome
64,0.66893166,0.40100628,Plasmid
71,0.6495902,0.3663362,Plasmid
73,0.60014004,0.39412934,Plasmid
181,0.63363147,0.40674645,Plasmid
204,0.6355691,0.41423067,Plasmid
237,0.68686587,0.40423396,Plasmid
251,0.868911,0.6525547,Ambiguous
253,0.62826526,0.38762423,Plasmid
282,0.6973922,0.413453,Plasmid
290,0.6483808,0.3928199,Plasmid
294,0.65387934,0.37836644,Plasmid
330,0.65258557,0.38001537,Plasmid
332,0.64812034,0.38427597,Plasmid
364,0.6531357,0.37331063,Plasmid
396,0.666333,0.34329575,Plasmid
460,0.6833029,0.28451192,Plasmid
461,0.686569,0.30140278,Plasmid
463,0.6793416,0.32458857,Plasmid
467,0.7018788,0.312023,Plasmid
480,0.71511954,0.3169673,Plasmid
511,0.7645399,0.32993883,Plasmid
273,0.6576584,0.37142277,Plasmid
40,0.57474226,0.38472503,Plasmid
104,0.47923657,0.48083386,not_labelled
174,0.62356734,0.40710482,Plasmid
516,0.9851355,0.9930413,Ambiguous
216,0.6912868,0.41230765,Plasmid
97,0.53785294,0.44762248,Plasmid
196,0.65149236,0.38003162,Plasmid
300,0.6532086,0.39181402,Plasmid
559,0.60524356,0.42247415,Plasmid
322,0.6495602,0.37982816,Plasmid
