contig_name,plasmid_score,chromosome_score,predicted_label
571,0.81318516,0.6148015,Ambiguous
142,0.6479669,0.36566588,Plasmid
254,0.6919816,0.3701217,Plasmid
215,0.6894015,0.38220438,Plasmid
592,0.8241074,0.56647646,Ambiguous
523,0.6587188,0.39485928,Plasmid
599,0.25514492,0.87169695,Chromosome
111,0.63117284,0.3849171,Plasmid
570,0.12908885,0.8821198,Chromosome
159,0.6451854,0.38106093,Plasmid
505,0.74877053,0.30184907,Plasmid
308,0.71756536,0.36910084,Plasmid
520,0.7394989,0.29773778,Plasmid
511,0.73045594,0.30072483,Plasmid
638,0.8929746,0.661166,Ambiguous
63,0.56291413,0.44503745,Plasmid
323,0.7156311,0.36662543,Plasmid
343,0.71314526,0.36830342,Plasmid
451,0.70332783,0.31486621,Plasmid
358,0.7495413,0.38633773,Plasmid
368,0.7247829,0.3141028,Plasmid
378,0.7132163,0.362786,Plasmid
464,0.7432411,0.29343116,Plasmid
551,0.7441879,0.27724335,Plasmid
3,0.003380125,0.99657094,Chromosome
528,0.9930441,0.99176425,Ambiguous
349,0.8965842,0.8294123,Ambiguous
197,0.8481968,0.53516364,Ambiguous
639,0.7611155,0.27248976,Plasmid
193,0.71361303,0.37353817,Plasmid
347,0.71507794,0.36586148,Plasmid
363,0.71804357,0.3660903,Plasmid
625,0.49556652,0.6694535,Chromosome
559,0.36538044,0.6185029,Chromosome
114,0.69185686,0.39413092,Plasmid
457,0.87437075,0.52064425,Ambiguous
572,0.9861515,0.9881065,Ambiguous
647,0.88835233,0.6537978,Ambiguous
329,0.7226711,0.37719294,Plasmid
607,0.72115076,0.5518939,Ambiguous
546,0.70233196,0.3612877,Plasmid
573,0.70763445,0.35977632,Plasmid
557,0.71077687,0.3973098,Plasmid
474,0.9780411,0.84700507,Ambiguous
558,0.9680548,0.67124885,Ambiguous
244,0.71030366,0.36114004,Plasmid
223,0.70486957,0.3850119,Plasmid
288,0.71702635,0.37179536,Plasmid
415,0.7116928,0.33581743,Plasmid
433,0.72129166,0.3507494,Plasmid
426,0.7044377,0.34580994,Plasmid
544,0.16552018,0.8461939,Chromosome
626,0.16462186,0.8613873,Chromosome
652,0.8666449,0.6922532,Ambiguous
624,0.62120736,0.6896345,Ambiguous
574,0.78103924,0.28931767,Plasmid
236,0.7082477,0.35703856,Plasmid
