contig_name,plasmid_score,chromosome_score,predicted_label
64,0.6268358,0.3683135,Plasmid
639,0.9999734,0.99987423,Ambiguous
459,0.7291242,0.7780619,Ambiguous
87,0.18531463,0.82137835,Chromosome
102,0.6588355,0.3827962,Plasmid
297,0.7827649,0.7758473,Ambiguous
119,0.6140203,0.39603698,Plasmid
174,0.583035,0.46262577,Plasmid
206,0.68815196,0.42013463,Plasmid
534,0.713087,0.338548,Plasmid
177,0.55716735,0.45706588,Plasmid
2,0.0015037662,0.9966276,Chromosome
640,0.7301624,0.30261093,Plasmid
350,0.7013874,0.39227974,Plasmid
588,0.2281834,0.9366996,Chromosome
374,0.70877534,0.39879242,Plasmid
143,0.57305735,0.37272832,Plasmid
646,0.9897832,0.99969435,Ambiguous
518,0.638181,0.39374676,Plasmid
190,0.67513156,0.40448534,Plasmid
207,0.67627424,0.41573313,Plasmid
288,0.7042205,0.411934,Plasmid
290,0.69982207,0.39394152,Plasmid
295,0.6949971,0.4158929,Plasmid
452,0.7211303,0.3861563,Plasmid
601,0.99860436,0.9976689,Ambiguous
247,0.6726519,0.41525954,Plasmid
410,0.72059965,0.38087827,Plasmid
225,0.67931145,0.41700622,Plasmid
553,0.9428609,0.92663294,Ambiguous
554,0.9935772,0.9999541,Ambiguous
488,0.99503016,0.9999894,Ambiguous
595,0.92010176,0.82735234,Ambiguous
607,0.74167395,0.37563995,Plasmid
78,0.44849446,0.4408195,not_labelled
89,0.6199423,0.38508376,Plasmid
258,0.6989612,0.4060539,Plasmid
49,0.19487341,0.7242325,Chromosome
59,0.14819618,0.79761136,Chromosome
532,0.7184788,0.3333212,Plasmid
486,0.72480077,0.3688631,Plasmid
516,0.7124506,0.35557598,Plasmid
386,0.7028103,0.39298958,Plasmid
16,0.23986305,0.6204601,Chromosome
434,0.72334665,0.3866257,Plasmid
565,0.4127901,0.976508,Chromosome
490,0.7164971,0.35709855,Plasmid
613,0.8164193,0.5228737,Ambiguous
522,0.7120384,0.34594384,Plasmid
631,0.75153154,0.5221634,Ambiguous
650,0.98139095,0.99216145,Ambiguous
456,0.7227537,0.37419972,Plasmid
409,0.70927805,0.3946742,Plasmid
246,0.70375955,0.40498167,Plasmid
585,0.273038,0.89144945,Chromosome
644,0.5242029,0.6759016,Ambiguous
273,0.644738,0.36274716,Plasmid
56,0.5667841,0.3413733,Plasmid
521,0.13029398,0.9932516,Chromosome
648,0.23127049,0.7977871,Chromosome
593,0.35114998,0.8296372,Chromosome
577,0.6661769,0.85905355,Ambiguous
423,0.68182164,0.8720651,Ambiguous
633,0.28516096,0.9627608,Chromosome
550,0.73412424,0.33392742,Plasmid
507,0.72432065,0.34619665,Plasmid
182,0.6721526,0.4136097,Plasmid
482,0.70765644,0.3591958,Plasmid
510,0.57635796,0.88350296,Ambiguous
120,0.8238966,0.46013153,Plasmid
103,0.6800201,0.38287643,Plasmid
651,0.72982913,0.30606014,Plasmid
621,0.9430962,0.92058074,Ambiguous
567,0.9367487,0.8391943,Ambiguous
449,0.71593976,0.38795358,Plasmid
366,0.7086541,0.39590725,Plasmid
287,0.84126174,0.46101394,Plasmid
147,0.6086274,0.42913073,Plasmid
503,0.7167407,0.37394387,Plasmid
568,0.7344502,0.32674953,Plasmid
561,0.72974795,0.3231249,Plasmid
542,0.7341128,0.32875714,Plasmid
535,0.72522587,0.29154235,Plasmid
531,0.73722076,0.3429293,Plasmid
525,0.72317505,0.35683405,Plasmid
514,0.7204466,0.34478655,Plasmid
509,0.71927625,0.30561066,Plasmid
492,0.68361557,0.31716996,Plasmid
474,0.7173332,0.38510102,Plasmid
463,0.7326098,0.35470954,Plasmid
455,0.7128176,0.37389654,Plasmid
437,0.72419804,0.36905223,Plasmid
426,0.7305406,0.3845198,Plasmid
408,0.7120054,0.33649144,Plasmid
399,0.7060685,0.38836426,Plasmid
