contig_name,plasmid_score,chromosome_score,predicted_label
84,0.1467065,0.88732845,Chromosome
113,0.7731009,0.98475903,Ambiguous
44,0.041075643,0.9539397,Chromosome
97,0.35521737,0.68786985,Chromosome
45,0.098375134,0.8789242,Chromosome
99,0.35988876,0.64736843,Chromosome
52,0.60862106,0.4141051,Plasmid
19,0.0071943905,0.99238914,Chromosome
94,0.5577043,0.51215243,Ambiguous
165,0.24034594,0.9504965,Chromosome
49,0.03488087,0.97586876,Chromosome
91,0.4048131,0.709818,Chromosome
186,0.19582418,0.95371705,Chromosome
88,0.28206638,0.7396558,Chromosome
95,0.30106807,0.74976623,Chromosome
168,0.4193681,0.790962,Chromosome
18,0.008325159,0.9908326,Chromosome
147,0.30386132,0.76628363,Chromosome
182,0.8292942,0.9758704,Ambiguous
74,0.4372584,0.59315246,Chromosome
29,0.022720123,0.9461443,Chromosome
43,0.42036816,0.5796032,Chromosome
77,0.35280514,0.69770515,Chromosome
126,0.7690527,0.719829,Ambiguous
137,0.99996746,0.920275,Ambiguous
80,0.99412537,0.01790701,Plasmid
144,0.26138562,0.86912984,Chromosome
143,0.9002251,0.93990856,Ambiguous
130,0.37975544,0.6720394,Chromosome
172,0.99999416,0.9246104,Ambiguous
76,0.2677829,0.76783234,Chromosome
132,0.71619904,0.982057,Ambiguous
22,0.012410418,0.9851666,Chromosome
3,0.00013917255,0.9998474,Chromosome
176,0.851866,0.95148623,Ambiguous
156,0.3115592,0.98894346,Chromosome
112,0.45695302,0.88896847,Chromosome
171,0.30918083,0.9839379,Chromosome
166,0.17812501,0.9543983,Chromosome
47,0.012500945,0.99172884,Chromosome
173,0.97402227,0.09453777,Plasmid
103,0.8921369,0.18387836,Plasmid
174,0.9998919,0.9769497,Ambiguous
167,0.76952624,0.977879,Ambiguous
12,0.007564254,0.989856,Chromosome
152,0.8593096,0.9989889,Ambiguous
162,0.8055322,0.9829615,Ambiguous
121,0.19871575,0.9543988,Chromosome
145,0.13044737,0.9014135,Chromosome
146,0.12810516,0.9083015,Chromosome
183,0.99047124,0.9998294,Ambiguous
138,0.39590377,0.8951451,Chromosome
118,0.116107516,0.9272316,Chromosome
119,0.12769875,0.92316324,Chromosome
129,0.26802891,0.9508868,Chromosome
55,0.26711887,0.72823876,Chromosome
159,0.3069137,0.8097319,Chromosome
169,0.8310532,0.9437807,Ambiguous
73,0.5973205,0.44921467,Plasmid
60,0.014675179,0.98986137,Chromosome
184,0.09427218,0.9876875,Chromosome
96,0.40941408,0.6438495,Chromosome
106,0.35795346,0.6437559,Chromosome
164,0.11691999,0.9804968,Chromosome
46,0.04951936,0.9444146,Chromosome
98,0.44904348,0.65285325,Chromosome
32,0.85951126,0.20947126,Plasmid
10,0.0015666323,0.9984687,Chromosome
83,0.5215978,0.51099855,Ambiguous
110,0.2595275,0.96385926,Chromosome
109,0.1938676,0.8498437,Chromosome
71,0.032768823,0.9801815,Chromosome
154,0.9974642,0.015607974,Plasmid
40,0.028595557,0.9709619,Chromosome
104,0.31150392,0.734637,Chromosome
128,0.084241025,0.9448217,Chromosome
79,0.55913913,0.5170075,Ambiguous
135,0.6742327,0.9718908,Ambiguous
35,0.021714693,0.9782336,Chromosome
102,0.43137273,0.6414701,Chromosome
5,0.0011175062,0.998676,Chromosome
15,0.019079927,0.9757656,Chromosome
58,0.12197453,0.87192434,Chromosome
23,0.021270994,0.9734675,Chromosome
37,0.10557457,0.87012845,Chromosome
68,0.25361872,0.77448404,Chromosome
17,0.3357217,0.6114338,Chromosome
54,0.084261626,0.9027421,Chromosome
133,0.98781824,0.048843134,Plasmid
89,0.4052463,0.6105646,Chromosome
75,0.35121536,0.68982446,Chromosome
48,0.055103168,0.9313294,Chromosome
122,0.10521612,0.9284823,Chromosome
179,0.16700457,0.97077066,Chromosome
123,0.114219956,0.92279583,Chromosome
155,0.34651425,0.67872447,Chromosome
107,0.50903755,0.9545533,Ambiguous
139,0.13427687,0.89323276,Chromosome
141,0.13209441,0.89697474,Chromosome
111,0.14199775,0.975752,Chromosome
151,0.1453137,0.96910805,Chromosome
36,0.009551574,0.99165994,Chromosome
101,0.23399927,0.7928517,Chromosome
181,0.96573347,0.09326551,Plasmid
28,0.013421591,0.9847702,Chromosome
8,0.006612354,0.99206465,Chromosome
20,0.007845137,0.991576,Chromosome
64,0.40353945,0.615719,Chromosome
116,0.81503576,0.9997117,Ambiguous
38,0.039260693,0.9537588,Chromosome
180,0.83306134,0.9703053,Ambiguous
115,0.47828135,0.47219604,not_labelled
41,0.02856287,0.97435814,Chromosome
16,0.0064517814,0.992812,Chromosome
4,0.00072690926,0.99916995,Chromosome
87,0.21284068,0.81028175,Chromosome
117,0.6738871,0.7127876,Ambiguous
66,0.38263163,0.6174502,Chromosome
100,0.625403,0.8528151,Ambiguous
59,0.39485186,0.6363792,Chromosome
14,0.006147315,0.9929709,Chromosome
24,0.013344596,0.98083156,Chromosome
61,0.1590412,0.84409183,Chromosome
33,0.10362943,0.79520416,Chromosome
65,0.39856094,0.66926813,Chromosome
131,0.98559463,0.9982199,Ambiguous
27,0.011877042,0.987788,Chromosome
86,0.3536565,0.7064373,Chromosome
25,0.00093741465,0.9993987,Chromosome
63,0.5962878,0.39618474,Plasmid
105,0.50456923,0.55495393,Ambiguous
85,0.34100923,0.70147836,Chromosome
78,0.32859293,0.7108944,Chromosome
26,0.035654902,0.9546226,Chromosome
13,0.0076023866,0.98925716,Chromosome
81,0.26031676,0.7572212,Chromosome
90,0.34730715,0.7116597,Chromosome
150,0.16928133,0.9661098,Chromosome
134,0.251655,0.91238004,Chromosome
6,0.00071507087,0.9991272,Chromosome
39,0.11089534,0.8730276,Chromosome
120,0.07182398,0.95354456,Chromosome
70,0.29559168,0.7579187,Chromosome
51,0.11893821,0.8738213,Chromosome
148,0.15625133,0.9742914,Chromosome
93,0.13264179,0.9174371,Chromosome
160,0.18137468,0.9627739,Chromosome
153,0.8981021,0.9403332,Ambiguous
56,0.108402506,0.88767916,Chromosome
62,0.3538516,0.6575817,Chromosome
