contig_name,plasmid_score,chromosome_score,predicted_label
71,0.4402941,0.6047366,Chromosome
104,0.45284516,0.61561835,Chromosome
185,0.06320262,0.96047014,Chromosome
183,0.016562952,0.9987105,Chromosome
195,0.9999752,0.86230934,Ambiguous
1,0.00045568563,0.9993622,Chromosome
64,0.09390018,0.8901576,Chromosome
99,0.34030986,0.69532156,Chromosome
108,0.41964915,0.64793575,Chromosome
189,0.121635,0.98152727,Chromosome
66,0.11635385,0.87667483,Chromosome
96,0.28606257,0.74484,Chromosome
36,0.013821266,0.9840912,Chromosome
210,0.82250255,0.98669505,Ambiguous
172,0.08148448,0.94919926,Chromosome
129,0.56048787,0.87524164,Ambiguous
114,0.27860376,0.74579644,Chromosome
122,0.2939013,0.7601183,Chromosome
158,0.08420487,0.95047736,Chromosome
231,0.13989604,0.9794056,Chromosome
217,0.24112213,0.9377321,Chromosome
171,0.16746573,0.85943973,Chromosome
167,0.15651648,0.8733551,Chromosome
215,0.08454413,0.9839941,Chromosome
142,0.099027075,0.94305426,Chromosome
143,0.11029041,0.93958926,Chromosome
225,0.3489786,0.94818586,Chromosome
238,0.20437142,0.9538739,Chromosome
162,0.11027824,0.92926574,Chromosome
161,0.11109524,0.92947185,Chromosome
165,0.66125673,0.88277745,Ambiguous
116,0.407119,0.672304,Chromosome
221,0.99999785,0.8851735,Ambiguous
53,0.040983416,0.95253617,Chromosome
91,0.47769135,0.58754325,Chromosome
68,0.33532697,0.6689999,Chromosome
213,0.020406594,0.9978764,Chromosome
245,0.9999981,0.9373045,Ambiguous
11,0.0009627202,0.9989122,Chromosome
232,0.076649435,0.98541117,Chromosome
207,0.1301028,0.976265,Chromosome
166,0.09234083,0.9318667,Chromosome
196,0.26430917,0.80126107,Chromosome
192,0.2348495,0.88286126,Chromosome
187,0.044453453,0.97578794,Chromosome
226,0.07657731,0.9894183,Chromosome
188,0.04293435,0.9766322,Chromosome
230,0.28691393,0.87801784,Chromosome
33,0.020667428,0.96508425,Chromosome
14,0.0067971777,0.9898974,Chromosome
29,0.021837376,0.9724195,Chromosome
136,0.48660326,0.57765913,Chromosome
173,0.3042256,0.9340048,Chromosome
170,0.416357,0.65165436,Chromosome
178,0.12645587,0.9793043,Chromosome
62,0.48759195,0.57315177,Chromosome
243,0.5385376,0.7441285,Ambiguous
246,0.4522304,0.92988276,Chromosome
248,0.06269167,0.9587304,Chromosome
242,0.0657869,0.9554615,Chromosome
121,0.43090147,0.6425487,Chromosome
190,0.0708551,0.9530679,Chromosome
250,0.05418454,0.9652358,Chromosome
57,0.055980906,0.9314437,Chromosome
22,0.25973463,0.70579904,Chromosome
27,0.00088574446,0.99938405,Chromosome
164,0.13059449,0.977508,Chromosome
204,0.19444539,0.97571564,Chromosome
168,0.056307804,0.9672838,Chromosome
169,0.060055885,0.9649061,Chromosome
123,0.4654918,0.60803515,Chromosome
109,0.4113759,0.653902,Chromosome
154,0.7631213,0.9737017,Ambiguous
249,0.081813335,0.9873111,Chromosome
141,0.20656122,0.967727,Chromosome
38,0.20459604,0.7399032,Chromosome
115,0.47014746,0.575039,Chromosome
137,0.4646367,0.6086129,Chromosome
58,0.052375,0.93715435,Chromosome
212,0.13675596,0.9480755,Chromosome
198,0.18245229,0.91655415,Chromosome
224,0.1382496,0.895322,Chromosome
175,0.9931878,0.10416353,Plasmid
211,0.9900956,0.9986687,Ambiguous
229,0.12474407,0.9811607,Chromosome
239,0.2282771,0.92004734,Chromosome
43,0.012422463,0.9876903,Chromosome
130,0.29378346,0.7419441,Chromosome
201,0.3085271,0.91400766,Chromosome
46,0.15486063,0.81268245,Chromosome
163,0.4596679,0.72909385,Chromosome
82,0.32199162,0.642938,Chromosome
216,0.3810586,0.7508012,Chromosome
147,0.8075327,0.980497,Ambiguous
119,0.49269563,0.5693732,Chromosome
208,0.49178097,0.70025915,Chromosome
30,0.008094315,0.9886386,Chromosome
205,0.30509633,0.9391933,Chromosome
84,0.27206936,0.75308156,Chromosome
69,0.1365261,0.85206896,Chromosome
227,0.44254956,0.83479387,Chromosome
219,0.8583287,0.9753339,Ambiguous
13,0.0029428238,0.9959925,Chromosome
200,0.89505523,0.9985991,Ambiguous
214,0.15281798,0.94910926,Chromosome
199,0.15099876,0.97087854,Chromosome
35,0.015316224,0.98141485,Chromosome
176,0.99081355,0.08415827,Plasmid
49,0.039885897,0.96186185,Chromosome
52,0.9937372,0.021544127,Plasmid
107,0.77072614,0.42385647,Plasmid
228,0.9949832,0.0297594,Plasmid
16,0.01808349,0.9763035,Chromosome
73,0.20456281,0.79275703,Chromosome
41,0.015695509,0.98381376,Chromosome
100,0.4111143,0.65267545,Chromosome
218,0.14625342,0.97737634,Chromosome
186,0.0612776,0.962764,Chromosome
20,0.004948524,0.99415636,Chromosome
138,0.40919846,0.6243512,Chromosome
177,0.16124728,0.88482684,Chromosome
145,0.11285233,0.98146826,Chromosome
240,0.09691621,0.98117894,Chromosome
87,0.32910556,0.72167367,Chromosome
26,0.0065005054,0.9908178,Chromosome
32,0.008738413,0.9873935,Chromosome
55,0.082326755,0.888617,Chromosome
56,0.0425511,0.95008004,Chromosome
83,0.23954979,0.7787632,Chromosome
244,0.17749812,0.97560775,Chromosome
235,0.82931924,0.980529,Ambiguous
191,0.88666356,0.9393289,Ambiguous
65,0.1277865,0.85526747,Chromosome
86,0.27924392,0.7410873,Chromosome
103,0.38968858,0.67896765,Chromosome
8,0.00057745265,0.99946314,Chromosome
126,0.44539094,0.5941171,Chromosome
80,0.42954788,0.63881266,Chromosome
92,0.5051302,0.5532233,Ambiguous
51,0.47519425,0.5124822,Chromosome
151,0.55678016,0.41173407,Plasmid
48,0.044750337,0.9521515,Chromosome
17,0.0045447396,0.99485934,Chromosome
25,0.014532553,0.98194516,Chromosome
72,0.009367804,0.9934256,Chromosome
112,0.2560481,0.7699757,Chromosome
28,0.018396389,0.97701365,Chromosome
15,0.0032175777,0.9963989,Chromosome
179,0.057140347,0.96309394,Chromosome
180,0.0575621,0.9627603,Chromosome
89,0.37402612,0.68991584,Chromosome
184,0.87300605,0.9320769,Ambiguous
174,0.072755836,0.9932661,Chromosome
50,0.08994966,0.8859995,Chromosome
220,0.3313305,0.8662219,Chromosome
234,0.0716447,0.9865345,Chromosome
209,0.12137496,0.9773884,Chromosome
236,0.9881981,0.9990758,Ambiguous
59,0.11338338,0.8730561,Chromosome
21,0.004422021,0.99525946,Chromosome
