contig_name,plasmid_score,chromosome_score,predicted_label
244,0.6439058,0.41311827,Plasmid
472,0.682272,0.32133472,Plasmid
522,0.9980971,0.99790466,Ambiguous
489,0.7387104,0.312424,Plasmid
210,0.63952136,0.4049402,Plasmid
351,0.67201614,0.38994408,Plasmid
187,0.70318806,0.42191878,Plasmid
459,0.67016333,0.32478935,Plasmid
438,0.6744985,0.31962743,Plasmid
78,0.6005539,0.39054185,Plasmid
274,0.65809345,0.37850863,Plasmid
227,0.6373335,0.3956314,Plasmid
200,0.6220781,0.39140648,Plasmid
96,0.47292748,0.4870527,not_labelled
229,0.6440299,0.4144937,Plasmid
393,0.66290355,0.33374378,Plasmid
484,0.8965666,0.96246475,Ambiguous
305,0.6288378,0.3773349,Plasmid
528,0.7147856,0.29004768,Plasmid
361,0.6881402,0.40441152,Plasmid
356,0.687911,0.35375482,Plasmid
235,0.63284856,0.39878988,Plasmid
339,0.6805589,0.3968516,Plasmid
439,0.7052492,0.31289124,Plasmid
506,0.709264,0.29651335,Plasmid
81,0.5775848,0.45832875,Plasmid
106,0.6056928,0.41287184,Plasmid
501,0.7723106,0.32293546,Plasmid
541,0.99157274,0.9954336,Ambiguous
151,0.6434545,0.41830212,Plasmid
267,0.64400107,0.41264787,Plasmid
370,0.62974554,0.35446122,Plasmid
465,0.70673287,0.33036163,Plasmid
34,0.13474956,0.71587807,Chromosome
54,0.25595418,0.69679296,Chromosome
64,0.6689316,0.4010063,Plasmid
71,0.6495902,0.3663362,Plasmid
73,0.60014,0.39412934,Plasmid
181,0.63363147,0.40674645,Plasmid
204,0.6355691,0.41423064,Plasmid
237,0.68686587,0.40423396,Plasmid
251,0.86891097,0.6525547,Ambiguous
253,0.62826526,0.38762426,Plasmid
282,0.6973922,0.413453,Plasmid
290,0.6483809,0.3928199,Plasmid
294,0.65387934,0.37836644,Plasmid
330,0.65258557,0.3800154,Plasmid
332,0.6481203,0.38427603,Plasmid
364,0.6531357,0.37331063,Plasmid
396,0.666333,0.34329575,Plasmid
460,0.6833028,0.28451192,Plasmid
461,0.686569,0.3014028,Plasmid
463,0.6793416,0.32458857,Plasmid
467,0.7018788,0.312023,Plasmid
480,0.71511954,0.3169673,Plasmid
511,0.7645399,0.32993883,Plasmid
273,0.65765834,0.37142277,Plasmid
40,0.57474226,0.3847251,Plasmid
104,0.47923663,0.48083374,not_labelled
174,0.62356734,0.40710482,Plasmid
516,0.9851355,0.9930413,Ambiguous
216,0.69128674,0.4123077,Plasmid
97,0.5378528,0.44762248,Plasmid
196,0.65149236,0.38003162,Plasmid
300,0.6532086,0.39181402,Plasmid
559,0.60524356,0.42247415,Plasmid
322,0.6495602,0.37982816,Plasmid
189,0.63166803,0.39923903,Plasmid
385,0.6761725,0.39377576,Plasmid
466,0.6785332,0.2948505,Plasmid
556,0.26426405,0.9265978,Chromosome
329,0.6845513,0.40233403,Plasmid
400,0.67828995,0.37895873,Plasmid
539,0.5543479,0.7303444,Ambiguous
240,0.6488123,0.40378404,Plasmid
441,0.6166392,0.73127127,Ambiguous
84,0.49155855,0.46283764,not_labelled
353,0.58997357,0.43426785,Plasmid
346,0.6601034,0.36422092,Plasmid
254,0.6392733,0.40368003,Plasmid
481,0.68082744,0.2974266,Plasmid
77,0.5622334,0.42180228,Plasmid
255,0.66014785,0.41282678,Plasmid
538,0.78493464,0.56879336,Ambiguous
526,0.5914924,0.41034263,Plasmid
18,0.12813266,0.8434783,Chromosome
531,0.14730653,0.8580936,Chromosome
436,0.66901916,0.31071368,Plasmid
270,0.68404007,0.40240806,Plasmid
197,0.6520402,0.39328247,Plasmid
13,0.4876525,0.45595372,not_labelled
262,0.62983483,0.3665308,Plasmid
285,0.63687694,0.37723804,Plasmid
368,0.66606766,0.35780758,Plasmid
487,0.9923739,0.99401313,Ambiguous
417,0.9245369,0.9330091,Ambiguous
24,0.20088768,0.74749213,Chromosome
413,0.6713024,0.33208358,Plasmid
546,0.5872925,0.3703966,Plasmid
350,0.66124153,0.377529,Plasmid
424,0.91672486,0.93708587,Ambiguous
195,0.64139235,0.41148236,Plasmid
488,0.70037866,0.30290496,Plasmid
284,0.6358693,0.384266,Plasmid
359,0.65008885,0.36209875,Plasmid
483,0.70080507,0.31566748,Plasmid
43,0.19691293,0.7558819,Chromosome
209,0.6213038,0.39030156,Plasmid
479,0.6767188,0.30391273,Plasmid
462,0.9998809,0.6864157,Ambiguous
527,0.99990654,0.7019836,Ambiguous
101,0.56948185,0.40892988,Plasmid
153,0.64629203,0.4185613,Plasmid
297,0.6608072,0.41274273,Plasmid
177,0.6954733,0.4134646,Plasmid
21,0.30343005,0.62106293,Chromosome
537,0.39251637,0.6420195,Chromosome
231,0.66609025,0.39222226,Plasmid
431,0.7510738,0.29586956,Plasmid
82,0.4589892,0.49985984,not_labelled
161,0.6336617,0.4029966,Plasmid
172,0.6145216,0.4063994,Plasmid
316,0.65481997,0.3808682,Plasmid
87,0.52843523,0.45093864,Plasmid
136,0.6323196,0.37922826,Plasmid
150,0.6036937,0.4041309,Plasmid
159,0.6080226,0.3952323,Plasmid
185,0.61997336,0.39933422,Plasmid
241,0.64254683,0.4055122,Plasmid
247,0.68662554,0.41076764,Plasmid
269,0.6297006,0.38102534,Plasmid
271,0.6532155,0.38320845,Plasmid
302,0.6642189,0.38617638,Plasmid
304,0.6594551,0.40862715,Plasmid
321,0.8614404,0.60016555,Ambiguous
331,0.6742853,0.38521641,Plasmid
433,0.65619886,0.3147531,Plasmid
515,0.7109186,0.29350227,Plasmid
451,0.67101926,0.31861115,Plasmid
143,0.59930646,0.3907604,Plasmid
311,0.64727175,0.382516,Plasmid
12,0.58195275,0.38543588,Plasmid
23,0.33372298,0.60502654,Chromosome
26,0.2993533,0.625029,Chromosome
39,0.6212935,0.39905512,Plasmid
50,0.25270897,0.7005033,Chromosome
91,0.63052654,0.41546914,Plasmid
103,0.57080257,0.41046768,Plasmid
112,0.37712938,0.48701718,not_labelled
114,0.59061825,0.38593736,Plasmid
140,0.5550839,0.42243072,Plasmid
147,0.5929452,0.41531476,Plasmid
157,0.5848368,0.4106108,Plasmid
166,0.5905339,0.4045354,Plasmid
179,0.6264156,0.39956528,Plasmid
192,0.62544364,0.39842775,Plasmid
213,0.5731783,0.37600565,Plasmid
238,0.6444995,0.41368213,Plasmid
252,0.6170993,0.3878336,Plasmid
261,0.6693772,0.4231327,Plasmid
277,0.66015357,0.38638714,Plasmid
293,0.6429764,0.37639078,Plasmid
308,0.62815446,0.36484498,Plasmid
347,0.7095057,0.41186932,Plasmid
363,0.69835144,0.4081224,Plasmid
386,0.68114245,0.38594913,Plasmid
426,0.6650048,0.3387659,Plasmid
427,0.66595745,0.34254843,Plasmid
437,0.6916193,0.3422494,Plasmid
445,0.6806051,0.3311805,Plasmid
452,0.7350451,0.6589578,Ambiguous
470,0.67913073,0.3092195,Plasmid
482,0.708799,0.3250686,Plasmid
497,0.7137931,0.31254697,Plasmid
547,0.72821516,0.28708225,Plasmid
102,0.5909448,0.86873496,Ambiguous
1,0.0005318545,0.9990521,Chromosome
42,0.57513076,0.42832097,Plasmid
458,0.6665204,0.31077018,Plasmid
446,0.69150317,0.35585505,Plasmid
165,0.67529154,0.43350917,Plasmid
328,0.65965635,0.38143513,Plasmid
343,0.6630876,0.381686,Plasmid
519,0.77403533,0.6325988,Ambiguous
510,0.35782775,0.6305649,Chromosome
475,0.6721651,0.30062312,Plasmid
296,0.6601174,0.3695926,Plasmid
236,0.63262266,0.40130958,Plasmid
94,0.58176756,0.41112804,Plasmid
380,0.66884035,0.38558033,Plasmid
230,0.63988537,0.36649278,Plasmid
440,0.6892199,0.32615423,Plasmid
303,0.67631423,0.39600587,Plasmid
323,0.67100424,0.39563853,Plasmid
