contig_name,plasmid_score,chromosome_score,predicted_label
6,7.863703e-05,0.999962,Chromosome
87,0.12102784,0.96553737,Chromosome
61,0.061453562,0.9604973,Chromosome
50,0.46365583,0.999997,Chromosome
75,0.079143986,0.9974673,Chromosome
91,0.07398858,0.9855031,Chromosome
46,0.09114161,0.9989371,Chromosome
98,0.016607197,0.99205935,Chromosome
101,0.6063629,0.83510673,Ambiguous
100,0.7990302,0.71101147,Ambiguous
53,0.06752132,0.9969317,Chromosome
94,0.62494814,0.41240573,Plasmid
71,0.7746997,0.7178915,Ambiguous
60,0.87117785,0.9243907,Ambiguous
52,0.54229534,0.83414245,Ambiguous
17,0.09432109,0.9306703,Chromosome
24,0.04403381,0.964644,Chromosome
7,0.0006910882,0.9995765,Chromosome
89,0.25451928,0.9750186,Chromosome
33,0.029272076,0.9823599,Chromosome
21,0.011325852,0.99251246,Chromosome
79,0.9201497,0.6733042,Ambiguous
54,0.74531376,0.26353613,Plasmid
40,0.28450015,0.768101,Chromosome
85,0.67980176,0.8843573,Ambiguous
49,0.7719959,0.7418033,Ambiguous
48,0.59019136,0.45666414,Plasmid
56,0.85308135,0.91042197,Ambiguous
39,0.7757837,0.23785038,Plasmid
38,0.31615186,0.71167666,Chromosome
36,0.113022014,0.9140112,Chromosome
29,0.33829248,0.7013925,Chromosome
96,0.6198122,0.45388898,Plasmid
81,0.872856,0.7664757,Ambiguous
58,0.85464317,0.9968418,Ambiguous
63,0.91891575,0.9958158,Ambiguous
47,0.37425584,0.7034255,Chromosome
25,0.21029232,0.81809527,Chromosome
14,0.007915016,0.9956683,Chromosome
1,8.916639e-06,0.9999931,Chromosome
19,0.04705331,0.9606264,Chromosome
44,0.54373384,0.5022805,Ambiguous
45,0.50741893,0.51674145,Ambiguous
93,0.6715798,0.44673955,Plasmid
72,0.73895687,0.86351705,Ambiguous
10,0.010580003,0.99324244,Chromosome
12,0.00225485,0.9989686,Chromosome
77,0.17084791,0.96160287,Chromosome
92,0.020883294,0.99076045,Chromosome
82,0.8697545,0.8438393,Ambiguous
68,0.91828835,0.3004317,Plasmid
69,0.8912766,0.15830648,Plasmid
88,0.16835529,0.8637819,Chromosome
43,0.29159868,0.9039541,Chromosome
22,0.6888716,0.3588968,Plasmid
57,0.86685306,0.2164441,Plasmid
70,0.08011106,0.99573517,Chromosome
84,0.05235344,0.9847712,Chromosome
67,0.13641858,0.9224864,Chromosome
59,0.0977144,0.98038876,Chromosome
11,0.0016957102,0.9991906,Chromosome
78,0.69545066,0.97783,Ambiguous
66,0.707431,0.45051035,Plasmid
73,0.9364982,0.7169432,Ambiguous
99,0.46439132,0.48004776,not_labelled
76,0.6335824,0.78878725,Ambiguous
27,0.09809552,0.9266966,Chromosome
86,0.95696926,0.3063339,Plasmid
51,0.7575751,0.86647,Ambiguous
32,0.6886572,0.26600996,Plasmid
31,0.6170909,0.3206409,Plasmid
30,0.67292666,0.32437405,Plasmid
16,0.009224109,0.99521965,Chromosome
35,0.17230064,0.8659489,Chromosome
41,0.40523344,0.6829425,Chromosome
95,0.8662989,0.51011074,Ambiguous
90,0.42703804,0.5399485,Chromosome
83,0.085403904,0.99757284,Chromosome
9,0.00036970148,0.99980766,Chromosome
18,0.01981168,0.98571914,Chromosome
15,0.12319848,0.8110374,Chromosome
23,0.3840832,0.6898124,Chromosome
62,0.9326399,0.8599172,Ambiguous
34,0.2173987,0.7768667,Chromosome
4,7.46312e-05,0.9998797,Chromosome
20,0.010653375,0.9911863,Chromosome
26,0.13796037,0.8868037,Chromosome
42,0.19349669,0.8006507,Chromosome
5,3.034483e-05,0.9999833,Chromosome
8,0.003830389,0.9973641,Chromosome
55,0.6091168,0.47055507,Plasmid
2,4.050826e-05,0.9999665,Chromosome
97,0.6360674,0.46052775,Plasmid
3,0.00017864378,0.99985087,Chromosome
65,0.42884105,0.5654699,Chromosome
74,0.38299668,0.8382834,Chromosome
13,0.01966861,0.98540753,Chromosome
28,0.09527313,0.91628504,Chromosome
80,0.63479483,0.62266797,Ambiguous
37,0.12656525,0.9135341,Chromosome
64,0.5219064,0.8786617,Ambiguous
