contig_name,plasmid_score,chromosome_score,predicted_label
269,0.027412659,0.9849873,Chromosome
232,0.028628604,0.99528426,Chromosome
249,0.62614393,0.5719034,Ambiguous
244,0.07333129,0.9819021,Chromosome
248,0.116842315,0.98371744,Chromosome
203,0.6591004,0.5997141,Ambiguous
125,0.51549315,0.5233443,Ambiguous
160,1.0,1.0,Ambiguous
167,0.6240082,0.46489552,Plasmid
163,0.058509197,0.9922977,Chromosome
117,0.64075106,0.42711583,Plasmid
115,0.534192,0.5105885,Ambiguous
228,0.05153413,0.97153443,Chromosome
229,0.049699914,0.9684668,Chromosome
184,0.9990889,0.99999917,Ambiguous
86,0.38014713,0.56464964,Chromosome
164,0.6541591,0.44923297,Plasmid
100,0.2761519,0.70938295,Chromosome
140,0.63298357,0.46899846,Plasmid
241,0.23237737,0.94476575,Chromosome
265,0.14318906,0.880821,Chromosome
114,0.4857683,0.542952,Chromosome
82,0.74837893,0.31248826,Plasmid
215,0.8196983,0.9922363,Ambiguous
170,0.9282966,0.9942015,Ambiguous
43,0.028386537,0.95276284,Chromosome
121,0.53761834,0.5049716,Ambiguous
217,0.1780767,0.9744605,Chromosome
236,0.059297938,0.99349517,Chromosome
259,0.503487,0.72783244,Ambiguous
70,0.36515906,0.54080856,Chromosome
176,0.12362083,0.91512156,Chromosome
204,0.19801809,0.913275,Chromosome
2,0.0006263198,0.99876535,Chromosome
258,0.22042689,0.9123935,Chromosome
30,0.011030917,0.98135984,Chromosome
20,0.009603841,0.9828173,Chromosome
159,0.6671851,0.4591338,Plasmid
214,0.29794395,0.95082265,Chromosome
111,0.65866065,0.4064321,Plasmid
242,0.06666099,0.9926636,Chromosome
199,0.9995333,0.9995485,Ambiguous
263,0.48850325,0.69478935,Chromosome
109,0.5333332,0.49969774,Plasmid
13,0.005543875,0.9900989,Chromosome
251,0.08160627,0.979653,Chromosome
8,0.0022046114,0.99587727,Chromosome
71,0.12709972,0.8216093,Chromosome
146,0.6339545,0.445214,Plasmid
177,0.11489033,0.9386735,Chromosome
225,0.114608064,0.9475243,Chromosome
196,0.06435015,0.96043926,Chromosome
12,0.011364515,0.97266465,Chromosome
17,0.008739979,0.97264254,Chromosome
21,0.008498139,0.98185295,Chromosome
24,0.014952577,0.97300535,Chromosome
56,0.047009863,0.9219532,Chromosome
57,0.15415344,0.7771868,Chromosome
62,0.036882456,0.9355791,Chromosome
73,0.5430014,0.49267954,Plasmid
77,0.14971368,0.7841691,Chromosome
92,0.55860144,0.5335798,Ambiguous
105,0.38033998,0.6166355,Chromosome
122,0.6165793,0.491255,Plasmid
144,0.69454515,0.39831027,Plasmid
262,0.049760945,0.9899138,Chromosome
173,0.9998554,0.996042,Ambiguous
208,0.4388138,0.6019824,Chromosome
66,0.04432273,0.92354304,Chromosome
158,0.6317626,0.45344022,Plasmid
266,0.9977914,0.9994124,Ambiguous
69,0.18495114,0.7544285,Chromosome
123,0.52944547,0.544365,Ambiguous
130,0.60831803,0.44843906,Plasmid
136,0.6107147,0.47243175,Plasmid
141,0.6268917,0.47018525,Plasmid
156,0.12502737,0.98527133,Chromosome
165,0.18044552,0.8608292,Chromosome
149,0.46213424,0.5224962,Chromosome
194,0.11428514,0.9114015,Chromosome
182,0.14299953,0.96626216,Chromosome
195,0.114994064,0.92563033,Chromosome
267,0.30980936,0.9095656,Chromosome
96,0.13915078,0.8755473,Chromosome
38,0.077902846,0.8704821,Chromosome
192,0.58347106,0.47217277,Plasmid
235,0.66891557,0.84658617,Ambiguous
191,0.063578546,0.97981215,Chromosome
268,0.02720541,0.9852815,Chromosome
255,0.030542597,0.99480563,Chromosome
72,0.067948334,0.90401936,Chromosome
260,0.43697086,0.77223283,Chromosome
61,0.13472071,0.7979786,Chromosome
65,0.63508373,0.4177974,Plasmid
79,0.03109632,0.97616494,Chromosome
238,0.2438854,0.95113164,Chromosome
253,0.47165316,0.7745144,Chromosome
94,0.17654285,0.8204589,Chromosome
54,0.06929178,0.8249221,Chromosome
157,0.58384275,0.4276988,Plasmid
137,0.17002162,0.88554394,Chromosome
227,0.054191574,0.988085,Chromosome
106,0.65753984,0.4704357,Plasmid
52,0.14948608,0.75585824,Chromosome
33,0.40120178,0.4791243,not_labelled
88,0.17466149,0.76729906,Chromosome
185,0.9691096,0.8730907,Ambiguous
223,0.10663772,0.925095,Chromosome
230,0.6364209,0.98881245,Ambiguous
239,0.11137538,0.9849622,Chromosome
63,0.10527274,0.8377963,Chromosome
97,0.44194573,0.55412763,Chromosome
5,0.0013152023,0.9980963,Chromosome
127,0.60918933,0.821559,Ambiguous
78,0.4525771,0.5330129,Chromosome
180,0.6077988,0.47562125,Plasmid
186,0.5833348,0.4510131,Plasmid
175,0.13136944,0.92047215,Chromosome
245,0.093506366,0.9810594,Chromosome
197,0.062127765,0.9610591,Chromosome
264,0.14160144,0.8867588,Chromosome
247,0.029752411,0.99397826,Chromosome
150,0.68119895,0.44655338,Plasmid
84,0.43375212,0.58134705,Chromosome
119,0.4687165,0.5007511,Chromosome
201,1.0,0.065584205,Plasmid
200,0.088300474,0.97326905,Chromosome
166,0.1303855,0.9341328,Chromosome
168,0.111067176,0.93439794,Chromosome
178,0.0859359,0.9443536,Chromosome
179,0.08904499,0.9414517,Chromosome
68,0.05585805,0.9511559,Chromosome
231,0.61474425,0.40256274,Plasmid
207,0.5895104,0.4102633,Plasmid
226,0.6050482,0.38276634,Plasmid
27,0.005799312,0.9827414,Chromosome
48,0.02850148,0.9517399,Chromosome
60,0.31022263,0.57944447,Chromosome
80,0.124992564,0.727936,Chromosome
143,0.6302675,0.48884663,Plasmid
102,0.04259457,0.97282004,Chromosome
98,0.57311463,0.47883347,Plasmid
99,0.59232026,0.46767762,Plasmid
128,0.5610782,0.46358728,Plasmid
209,0.47754195,0.5832785,Chromosome
202,0.512174,0.54138756,Ambiguous
254,0.16530871,0.94830453,Chromosome
51,0.08916635,0.85991585,Chromosome
53,0.105602466,0.83499193,Chromosome
22,0.0028999294,0.99742115,Chromosome
87,0.6352113,0.44109946,Plasmid
261,0.5015239,0.9645147,Ambiguous
250,0.43877217,0.73602587,Chromosome
31,0.092890285,0.8282473,Chromosome
59,0.33027127,0.5710679,Chromosome
49,0.7076639,0.3434677,Plasmid
83,0.14256898,0.8191381,Chromosome
44,0.017677415,0.9827072,Chromosome
210,0.19265437,0.9557769,Chromosome
220,0.6547698,0.579285,Ambiguous
240,0.29779333,0.8787997,Chromosome
50,0.019955195,0.9784823,Chromosome
76,0.36149216,0.58238137,Chromosome
211,0.59568834,0.47155622,Plasmid
252,0.26399013,0.9047923,Chromosome
110,0.5861975,0.4609024,Plasmid
14,0.0021058754,0.99675554,Chromosome
162,0.80140793,0.9598138,Ambiguous
206,0.63023895,0.464266,Plasmid
216,0.6499766,0.440457,Plasmid
113,0.6736448,0.40970764,Plasmid
243,0.16730283,0.953662,Chromosome
47,0.07815046,0.86598253,Chromosome
190,0.13754353,0.98246473,Chromosome
28,0.011518384,0.9798891,Chromosome
37,0.026646942,0.94685835,Chromosome
64,0.286451,0.6317884,Chromosome
91,0.19712651,0.75566226,Chromosome
103,0.47339448,0.5115595,Chromosome
112,0.47092152,0.56269276,Chromosome
134,0.623682,0.47660527,Plasmid
135,0.62207603,0.4484339,Plasmid
145,0.61831737,0.47066316,Plasmid
205,0.310494,0.75057924,Chromosome
221,0.33267653,0.71040696,Chromosome
67,0.19223984,0.7296768,Chromosome
193,0.051755164,0.99198675,Chromosome
183,0.074551366,0.95398027,Chromosome
189,0.074842714,0.95287406,Chromosome
187,0.23419555,0.93552923,Chromosome
257,0.035354145,0.99413645,Chromosome
101,0.6624613,0.45227432,Plasmid
104,0.44324666,0.60132635,Chromosome
18,0.024464121,0.95965785,Chromosome
142,1.0,0.043811955,Plasmid
35,0.003658918,0.9961273,Chromosome
198,0.6474486,0.4671347,Plasmid
169,0.5760074,0.43450955,Plasmid
151,0.65797037,0.45844617,Plasmid
116,0.64212227,0.4298823,Plasmid
89,0.5555352,0.46447212,Plasmid
81,0.49101704,0.52175224,Chromosome
55,0.06201078,0.89518124,Chromosome
42,0.049253333,0.9217122,Chromosome
19,0.00644253,0.98050874,Chromosome
11,0.0031105042,0.9947549,Chromosome
6,0.0003876265,0.9993544,Chromosome
3,0.00026655206,0.9995747,Chromosome
7,0.0044388277,0.99005336,Chromosome
9,0.0010068686,0.9984053,Chromosome
10,0.022575388,0.95478886,Chromosome
58,0.060517475,0.9071456,Chromosome
90,0.5388781,0.51218474,Ambiguous
132,0.5665974,0.49710152,Plasmid
147,0.6262434,0.45665127,Plasmid
171,0.646156,0.46054703,Plasmid
26,0.05628959,0.89542353,Chromosome
126,0.5188111,0.5468468,Ambiguous
224,0.12156742,0.9216303,Chromosome
139,0.55592924,0.5169185,Ambiguous
246,0.38351884,0.8123368,Chromosome
181,0.63759464,0.46917087,Plasmid
23,0.012492958,0.97760254,Chromosome
237,0.0915636,0.9775588,Chromosome
213,0.590857,0.48943213,Plasmid
75,0.38592958,0.5505669,Chromosome
174,0.5715249,0.47591904,Plasmid
133,0.6778272,0.46709493,Plasmid
138,0.642125,0.45349607,Plasmid
131,0.71221286,0.36127296,Plasmid
25,0.0053706877,0.98466694,Chromosome
74,0.2845208,0.6405069,Chromosome
218,0.05173391,0.9718979,Chromosome
29,0.015833328,0.9687271,Chromosome
124,0.62062377,0.4390179,Plasmid
155,0.5799258,0.40036473,Plasmid
161,0.5935054,0.40537202,Plasmid
129,0.45160607,0.5563183,Chromosome
118,0.50319475,0.5359796,Ambiguous
40,0.2253125,0.6597862,Chromosome
45,0.07838154,0.805461,Chromosome
4,0.00072641653,0.9987098,Chromosome
219,0.052661866,0.96771216,Chromosome
46,0.02511758,0.9563783,Chromosome
108,0.44164246,0.5056839,Chromosome
95,0.15107056,0.7021851,Chromosome
1,0.0007687727,0.9972785,Chromosome
32,0.008036722,0.9865285,Chromosome
34,0.10558015,0.80908877,Chromosome
36,0.040275056,0.9265613,Chromosome
107,0.543802,0.52722,Ambiguous
153,0.6221475,0.45256743,Plasmid
270,0.25672066,0.78582644,Chromosome
188,0.52664083,0.6743809,Ambiguous
271,0.25363156,0.7880496,Chromosome
233,0.031079471,0.9835955,Chromosome
234,0.0310281,0.98166543,Chromosome
256,0.93887156,0.9894164,Ambiguous
154,0.7944847,0.22852306,Plasmid
148,0.8037802,0.19089614,Plasmid
120,0.79035693,0.22770412,Plasmid
212,0.75722957,0.35998988,Plasmid
85,0.482297,0.4138171,not_labelled
16,0.008632625,0.9744349,Chromosome
15,0.018517742,0.9428688,Chromosome
41,0.034017023,0.9438438,Chromosome
93,0.1367877,0.7185347,Chromosome
222,0.19475053,0.812421,Chromosome
