contig_name,plasmid_score,chromosome_score,predicted_label
269,0.027412659,0.9849873,Chromosome
232,0.028628604,0.99528426,Chromosome
249,0.62614393,0.5719034,Ambiguous
244,0.07333129,0.9819021,Chromosome
248,0.116842315,0.98371744,Chromosome
203,0.6591004,0.5997141,Ambiguous
125,0.51549315,0.5233443,Ambiguous
160,1.0,1.0,Ambiguous
167,0.6240082,0.46489552,Plasmid
163,0.058509212,0.9922977,Chromosome
117,0.64075106,0.42711583,Plasmid
115,0.53419214,0.51058847,Ambiguous
228,0.05153413,0.97153443,Chromosome
229,0.049699914,0.96846694,Chromosome
184,0.9990889,0.99999917,Ambiguous
86,0.38014713,0.56464964,Chromosome
164,0.6541591,0.4492329,Plasmid
100,0.2761519,0.70938295,Chromosome
140,0.63298357,0.46899846,Plasmid
241,0.23237737,0.94476575,Chromosome
265,0.14318906,0.880821,Chromosome
114,0.48576823,0.54295206,Chromosome
82,0.74837893,0.3124883,Plasmid
215,0.8196983,0.9922363,Ambiguous
170,0.9282966,0.9942015,Ambiguous
43,0.028386522,0.95276296,Chromosome
121,0.53761834,0.5049717,Ambiguous
217,0.1780767,0.9744605,Chromosome
236,0.059297953,0.99349517,Chromosome
259,0.50348705,0.72783244,Ambiguous
70,0.36515903,0.54080856,Chromosome
176,0.12362083,0.91512156,Chromosome
204,0.19801809,0.913275,Chromosome
2,0.0006263198,0.99876535,Chromosome
258,0.22042689,0.9123935,Chromosome
30,0.0110309115,0.98135984,Chromosome
20,0.009603841,0.9828173,Chromosome
159,0.6671851,0.45913377,Plasmid
214,0.29794395,0.95082265,Chromosome
111,0.6586606,0.40643212,Plasmid
242,0.06666099,0.9926636,Chromosome
199,0.9995333,0.9995485,Ambiguous
263,0.48850325,0.69478935,Chromosome
109,0.5333332,0.49969774,Plasmid
13,0.005543875,0.9900989,Chromosome
251,0.08160629,0.979653,Chromosome
8,0.0022046114,0.99587727,Chromosome
71,0.12709972,0.8216093,Chromosome
146,0.6339545,0.445214,Plasmid
177,0.11489033,0.9386735,Chromosome
225,0.114608064,0.9475243,Chromosome
196,0.06435015,0.96043926,Chromosome
12,0.011364515,0.97266465,Chromosome
17,0.008739979,0.9726424,Chromosome
21,0.008498139,0.98185295,Chromosome
24,0.014952577,0.9730055,Chromosome
56,0.047009878,0.9219532,Chromosome
57,0.15415344,0.7771868,Chromosome
62,0.036882445,0.9355791,Chromosome
73,0.5430014,0.49267954,Plasmid
77,0.14971371,0.7841691,Chromosome
92,0.5586013,0.5335799,Ambiguous
105,0.38033998,0.6166355,Chromosome
122,0.6165793,0.491255,Plasmid
144,0.69454515,0.39831024,Plasmid
262,0.049760934,0.9899138,Chromosome
173,0.9998554,0.996042,Ambiguous
208,0.43881378,0.6019824,Chromosome
66,0.04432273,0.92354304,Chromosome
158,0.63176256,0.45344022,Plasmid
266,0.9977914,0.9994124,Ambiguous
69,0.18495113,0.7544285,Chromosome
123,0.52944547,0.544365,Ambiguous
130,0.6083181,0.44843906,Plasmid
136,0.6107147,0.47243175,Plasmid
141,0.6268917,0.47018525,Plasmid
156,0.12502733,0.98527133,Chromosome
165,0.18044552,0.8608292,Chromosome
149,0.46213424,0.5224962,Chromosome
194,0.11428514,0.9114015,Chromosome
182,0.14299951,0.96626216,Chromosome
195,0.114994064,0.92563033,Chromosome
267,0.30980936,0.9095656,Chromosome
96,0.13915078,0.8755473,Chromosome
38,0.07790287,0.8704821,Chromosome
192,0.5834711,0.47217277,Plasmid
235,0.66891557,0.84658617,Ambiguous
191,0.063578546,0.97981215,Chromosome
268,0.027205415,0.9852815,Chromosome
255,0.030542597,0.99480563,Chromosome
72,0.06794835,0.90401936,Chromosome
260,0.43697086,0.77223283,Chromosome
61,0.13472071,0.7979786,Chromosome
65,0.63508373,0.4177974,Plasmid
79,0.031096328,0.97616494,Chromosome
238,0.2438854,0.95113164,Chromosome
253,0.47165316,0.7745144,Chromosome
94,0.17654285,0.8204589,Chromosome
54,0.06929178,0.82492214,Chromosome
157,0.58384275,0.4276988,Plasmid
137,0.17002162,0.88554394,Chromosome
227,0.054191574,0.988085,Chromosome
106,0.65753984,0.47043565,Plasmid
52,0.14948605,0.75585836,Chromosome
33,0.40120184,0.4791243,not_labelled
88,0.17466147,0.76729906,Chromosome
185,0.9691096,0.8730907,Ambiguous
223,0.10663772,0.925095,Chromosome
230,0.6364209,0.98881245,Ambiguous
239,0.11137538,0.9849622,Chromosome
63,0.10527274,0.8377963,Chromosome
97,0.44194567,0.5541277,Chromosome
5,0.0013152023,0.9980963,Chromosome
127,0.60918933,0.821559,Ambiguous
78,0.45257705,0.5330129,Chromosome
180,0.6077988,0.4756213,Plasmid
186,0.5833348,0.4510131,Plasmid
175,0.13136944,0.92047215,Chromosome
245,0.093506366,0.9810594,Chromosome
197,0.062127765,0.9610591,Chromosome
264,0.14160144,0.8867588,Chromosome
247,0.029752411,0.99397826,Chromosome
150,0.68119895,0.44655344,Plasmid
84,0.43375212,0.58134705,Chromosome
119,0.46871662,0.5007511,Chromosome
201,1.0,0.06558419,Plasmid
200,0.088300474,0.9732689,Chromosome
166,0.13038552,0.9341328,Chromosome
168,0.1110672,0.93439794,Chromosome
178,0.0859359,0.9443536,Chromosome
179,0.08904499,0.9414517,Chromosome
68,0.05585806,0.9511559,Chromosome
231,0.61474425,0.40256274,Plasmid
207,0.5895104,0.4102633,Plasmid
226,0.6050481,0.38276637,Plasmid
27,0.005799312,0.9827414,Chromosome
48,0.028501472,0.9517399,Chromosome
60,0.31022263,0.57944435,Chromosome
80,0.12499252,0.727936,Chromosome
143,0.6302675,0.4888467,Plasmid
102,0.04259456,0.97282004,Chromosome
98,0.5731147,0.4788334,Plasmid
99,0.59232026,0.46767762,Plasmid
128,0.56107825,0.46358728,Plasmid
209,0.477542,0.5832785,Chromosome
202,0.51217395,0.54138756,Ambiguous
254,0.16530873,0.94830453,Chromosome
51,0.08916632,0.85991585,Chromosome
53,0.105602466,0.83499193,Chromosome
22,0.0028999294,0.99742115,Chromosome
87,0.6352112,0.4410994,Plasmid
261,0.5015239,0.9645147,Ambiguous
250,0.43877217,0.73602587,Chromosome
31,0.092890285,0.8282473,Chromosome
59,0.33027115,0.571068,Chromosome
49,0.70766366,0.34346783,Plasmid
83,0.14256893,0.8191381,Chromosome
44,0.017677415,0.9827072,Chromosome
210,0.19265437,0.9557769,Chromosome
220,0.6547698,0.579285,Ambiguous
240,0.29779333,0.8787997,Chromosome
50,0.019955195,0.9784823,Chromosome
76,0.36149216,0.58238137,Chromosome
211,0.59568834,0.47155622,Plasmid
252,0.26399013,0.9047923,Chromosome
110,0.5861975,0.4609024,Plasmid
14,0.0021058745,0.99675554,Chromosome
162,0.80140793,0.9598138,Ambiguous
206,0.6302389,0.46426606,Plasmid
216,0.64997655,0.44045702,Plasmid
113,0.6736447,0.40970764,Plasmid
243,0.16730286,0.953662,Chromosome
47,0.07815045,0.86598253,Chromosome
190,0.13754353,0.98246473,Chromosome
28,0.011518384,0.9798891,Chromosome
37,0.026646947,0.94685835,Chromosome
64,0.28645098,0.6317884,Chromosome
91,0.1971265,0.75566226,Chromosome
103,0.47339448,0.5115595,Chromosome
112,0.47092143,0.5626928,Chromosome
134,0.6236821,0.4766053,Plasmid
135,0.62207603,0.4484339,Plasmid
145,0.6183175,0.47066313,Plasmid
205,0.310494,0.75057924,Chromosome
221,0.33267653,0.71040696,Chromosome
67,0.19223984,0.7296768,Chromosome
193,0.051755156,0.99198675,Chromosome
183,0.074551366,0.95398027,Chromosome
189,0.0748427,0.95287406,Chromosome
187,0.23419555,0.93552923,Chromosome
257,0.035354145,0.99413645,Chromosome
101,0.6624612,0.45227432,Plasmid
104,0.44324657,0.6013264,Chromosome
18,0.024464116,0.95965785,Chromosome
142,1.0,0.043811936,Plasmid
35,0.003658918,0.9961273,Chromosome
198,0.6474486,0.4671347,Plasmid
169,0.57600737,0.43450955,Plasmid
151,0.6579704,0.45844617,Plasmid
116,0.64212227,0.4298823,Plasmid
89,0.5555352,0.46447212,Plasmid
81,0.49101704,0.52175224,Chromosome
55,0.06201078,0.89518124,Chromosome
42,0.049253352,0.9217122,Chromosome
19,0.006442527,0.98050874,Chromosome
11,0.0031105028,0.9947549,Chromosome
6,0.0003876269,0.9993544,Chromosome
3,0.00026655206,0.9995747,Chromosome
7,0.004438826,0.99005336,Chromosome
9,0.0010068681,0.9984053,Chromosome
10,0.022575377,0.95478886,Chromosome
58,0.060517475,0.9071456,Chromosome
90,0.53887796,0.5121848,Ambiguous
132,0.5665974,0.49710152,Plasmid
147,0.6262434,0.45665127,Plasmid
171,0.646156,0.46054703,Plasmid
26,0.056289613,0.8954235,Chromosome
126,0.5188111,0.5468468,Ambiguous
224,0.12156742,0.9216303,Chromosome
139,0.55592924,0.5169185,Ambiguous
246,0.3835187,0.81233686,Chromosome
181,0.63759464,0.46917087,Plasmid
23,0.012492958,0.97760254,Chromosome
237,0.0915636,0.9775587,Chromosome
213,0.590857,0.48943216,Plasmid
75,0.3859296,0.5505669,Chromosome
174,0.5715249,0.47591904,Plasmid
133,0.6778272,0.46709493,Plasmid
138,0.642125,0.453496,Plasmid
131,0.71221286,0.36127296,Plasmid
25,0.0053706877,0.98466694,Chromosome
74,0.28452083,0.6405069,Chromosome
218,0.05173391,0.9718979,Chromosome
29,0.015833328,0.9687271,Chromosome
124,0.62062377,0.4390179,Plasmid
155,0.5799258,0.40036464,Plasmid
161,0.59350544,0.40537202,Plasmid
129,0.45160607,0.5563183,Chromosome
118,0.50319475,0.53597957,Ambiguous
40,0.22531246,0.6597863,Chromosome
45,0.07838154,0.805461,Chromosome
4,0.0007264162,0.9987098,Chromosome
219,0.052661866,0.96771204,Chromosome
46,0.025117574,0.9563783,Chromosome
108,0.44164246,0.5056839,Chromosome
95,0.1510705,0.70218515,Chromosome
1,0.0007687727,0.9972785,Chromosome
32,0.008036718,0.9865285,Chromosome
34,0.10558019,0.80908877,Chromosome
36,0.04027505,0.9265613,Chromosome
107,0.543802,0.52722,Ambiguous
153,0.6221475,0.45256743,Plasmid
270,0.25672063,0.78582644,Chromosome
188,0.52664083,0.6743809,Ambiguous
271,0.25363156,0.7880496,Chromosome
233,0.031079471,0.9835955,Chromosome
234,0.0310281,0.98166543,Chromosome
256,0.93887156,0.9894164,Ambiguous
154,0.7944847,0.2285231,Plasmid
148,0.8037802,0.19089614,Plasmid
120,0.79035693,0.22770415,Plasmid
212,0.75722957,0.35998988,Plasmid
85,0.48229694,0.4138171,not_labelled
16,0.00863263,0.9744348,Chromosome
15,0.018517748,0.9428688,Chromosome
41,0.034017023,0.9438438,Chromosome
93,0.13678771,0.7185347,Chromosome
222,0.19475053,0.812421,Chromosome
