contig_name,plasmid_score,chromosome_score,predicted_label
187,0.76070833,0.77992266,Ambiguous
201,0.3017594,0.7804897,Chromosome
203,0.9996513,0.123870976,Plasmid
220,0.9699304,0.954548,Ambiguous
32,0.032197937,0.9746976,Chromosome
49,0.45016196,0.5318059,Chromosome
125,0.97323924,0.06109936,Plasmid
166,0.83533853,0.2122294,Plasmid
156,0.96219045,0.4374184,Plasmid
117,0.12690166,0.9950663,Chromosome
207,0.99123037,0.04460348,Plasmid
193,0.9857685,0.036717035,Plasmid
192,0.97745436,0.039802503,Plasmid
119,0.92871046,0.3653492,Plasmid
77,0.7672473,0.26842102,Plasmid
218,0.91930634,0.80421364,Ambiguous
120,0.93589914,0.10821102,Plasmid
15,0.008799236,0.9937649,Chromosome
36,0.23350227,0.8016269,Chromosome
80,0.7918844,0.21787272,Plasmid
147,0.9822097,0.040552657,Plasmid
112,0.4455796,0.99995697,Chromosome
169,0.99601835,0.02146394,Plasmid
148,0.9931185,0.033513285,Plasmid
73,0.9733061,0.052985486,Plasmid
60,0.9383673,0.07139972,Plasmid
205,0.06429631,0.98565465,Chromosome
63,0.6861217,0.29408357,Plasmid
114,0.6892081,0.9977049,Ambiguous
188,0.28443462,0.76963115,Chromosome
44,0.8166212,0.18422762,Plasmid
97,0.96647537,0.07984855,Plasmid
99,0.91396993,0.19715197,Plasmid
128,0.8532975,0.17465371,Plasmid
165,0.9939698,0.047601037,Plasmid
176,0.86241704,0.93856937,Ambiguous
54,0.8461186,0.16482161,Plasmid
135,0.96629137,0.4571279,Plasmid
96,0.8599971,0.13783029,Plasmid
133,0.9666904,0.9957396,Ambiguous
151,0.47376418,0.46450073,not_labelled
124,0.9418216,0.9985274,Ambiguous
209,0.9600787,0.4314035,Plasmid
116,0.9314613,0.2737856,Plasmid
215,0.8938397,0.9992483,Ambiguous
181,0.9866433,0.02370545,Plasmid
182,0.99193394,0.020351214,Plasmid
167,0.11955432,0.93788135,Chromosome
