contig_name,plasmid_score,chromosome_score,predicted_label
44,0.061814606,0.96544945,Chromosome
42,0.057865024,0.9839541,Chromosome
53,0.068021,0.9647239,Chromosome
32,0.05385463,0.9916272,Chromosome
49,0.75070155,0.24082729,Plasmid
35,0.92932904,0.32851166,Plasmid
50,0.83876395,0.2621261,Plasmid
16,0.99018306,0.028237116,Plasmid
51,0.99537575,0.03615341,Plasmid
66,0.7759775,0.77841747,Ambiguous
28,0.45590657,0.9974821,Chromosome
58,0.9321036,0.57982326,Ambiguous
23,1.0,1.7021276e-31,Plasmid
31,0.999627,0.004664913,Plasmid
45,0.9984919,0.0077962563,Plasmid
46,0.99847287,0.007522982,Plasmid
8,0.001250843,0.9994306,Chromosome
24,0.023682661,0.98889136,Chromosome
65,0.8307821,0.80549264,Ambiguous
19,0.7723951,0.3171659,Plasmid
68,0.15234475,0.9756767,Chromosome
18,0.00999159,0.99505496,Chromosome
1,2.1784572e-07,0.99999976,Chromosome
47,0.9502982,0.4081723,Plasmid
22,0.012999519,0.9939744,Chromosome
13,0.024845367,0.98788273,Chromosome
69,0.27770236,0.967991,Chromosome
6,0.0023455524,0.99890816,Chromosome
29,0.26298457,0.99596524,Chromosome
62,0.94928837,0.39119184,Plasmid
14,0.8502081,0.27291647,Plasmid
33,0.69927573,0.96586066,Ambiguous
48,0.5642882,0.6361737,Ambiguous
40,0.0665072,0.9566601,Chromosome
7,0.0011473524,0.999466,Chromosome
55,0.90074426,0.17426254,Plasmid
37,0.8448028,0.16458443,Plasmid
59,0.09239653,0.98255193,Chromosome
41,0.023952786,0.98699355,Chromosome
10,0.0010071655,0.9995919,Chromosome
27,0.03793652,0.973229,Chromosome
60,0.07889325,0.9772979,Chromosome
56,0.111550055,0.9271113,Chromosome
39,0.6691863,0.95514166,Ambiguous
71,0.9994168,0.0056899386,Plasmid
25,0.99626595,0.0145062655,Plasmid
3,1.8386394e-06,0.99999905,Chromosome
30,0.022677088,0.9881556,Chromosome
61,0.01779866,0.99644107,Chromosome
43,0.058956724,0.96596307,Chromosome
26,0.023690723,0.9872887,Chromosome
15,0.0097783385,0.9955792,Chromosome
20,0.04175415,0.9800388,Chromosome
34,0.9957982,0.047649126,Plasmid
36,0.12942815,0.8899099,Chromosome
52,0.0665799,0.96341485,Chromosome
64,0.0048536523,0.9973544,Chromosome
70,0.9989504,0.011529432,Plasmid
38,0.3153266,0.9426273,Chromosome
67,0.996594,0.016136626,Plasmid
57,0.99633455,0.015599858,Plasmid
63,0.13338083,0.9561889,Chromosome
21,0.010408575,0.9953277,Chromosome
12,0.9977976,0.011523244,Plasmid
11,0.99773455,0.010971006,Plasmid
17,0.2078148,0.7957532,Chromosome
2,4.6811732e-05,0.9999596,Chromosome
5,0.0018786794,0.999081,Chromosome
9,0.00035945553,0.9998338,Chromosome
4,7.205264e-06,0.9999963,Chromosome
54,0.8688679,0.23754089,Plasmid
