contig_name,plasmid_score,chromosome_score,predicted_label
64,0.6268358,0.3683135,Plasmid
639,0.9999734,0.99987423,Ambiguous
459,0.7291242,0.7780619,Ambiguous
87,0.18531464,0.82137835,Chromosome
102,0.6588355,0.3827962,Plasmid
297,0.7827649,0.7758473,Ambiguous
119,0.6140204,0.39603692,Plasmid
174,0.583035,0.46262577,Plasmid
206,0.688152,0.42013463,Plasmid
534,0.713087,0.33854797,Plasmid
177,0.55716735,0.45706588,Plasmid
2,0.0015037655,0.9966276,Chromosome
640,0.7301624,0.30261096,Plasmid
350,0.70138735,0.39227977,Plasmid
588,0.2281834,0.9366996,Chromosome
374,0.7087754,0.39879242,Plasmid
143,0.5730574,0.3727283,Plasmid
646,0.9897832,0.99969435,Ambiguous
518,0.638181,0.39374676,Plasmid
190,0.67513156,0.4044854,Plasmid
207,0.6762742,0.41573316,Plasmid
288,0.7042205,0.41193396,Plasmid
290,0.69982207,0.39394152,Plasmid
295,0.69499713,0.4158929,Plasmid
452,0.72113025,0.38615632,Plasmid
601,0.99860436,0.9976689,Ambiguous
247,0.6726518,0.41525954,Plasmid
410,0.7205997,0.38087824,Plasmid
225,0.6793115,0.41700616,Plasmid
553,0.9428609,0.92663306,Ambiguous
554,0.9935772,0.9999541,Ambiguous
488,0.99503016,0.9999894,Ambiguous
595,0.92010176,0.82735234,Ambiguous
607,0.74167395,0.3756399,Plasmid
78,0.44849455,0.4408195,not_labelled
89,0.6199423,0.38508376,Plasmid
258,0.6989612,0.40605384,Plasmid
49,0.19487341,0.7242325,Chromosome
59,0.14819618,0.79761136,Chromosome
532,0.7184788,0.3333212,Plasmid
486,0.72480077,0.3688631,Plasmid
516,0.7124506,0.355576,Plasmid
386,0.70281035,0.39298958,Plasmid
16,0.23986305,0.62046003,Chromosome
434,0.72334665,0.3866257,Plasmid
565,0.41279,0.976508,Chromosome
490,0.7164972,0.35709855,Plasmid
613,0.8164193,0.5228737,Ambiguous
522,0.7120384,0.34594384,Plasmid
631,0.75153154,0.52216333,Ambiguous
650,0.98139095,0.99216145,Ambiguous
456,0.72275376,0.3741997,Plasmid
409,0.70927805,0.39467418,Plasmid
246,0.70375955,0.4049816,Plasmid
585,0.273038,0.89144945,Chromosome
644,0.5242029,0.6759016,Ambiguous
273,0.644738,0.36274716,Plasmid
56,0.56678414,0.34137323,Plasmid
521,0.13029394,0.9932516,Chromosome
648,0.23127049,0.79778713,Chromosome
593,0.35114998,0.8296372,Chromosome
577,0.6661769,0.85905355,Ambiguous
423,0.68182164,0.8720651,Ambiguous
633,0.2851609,0.9627609,Chromosome
550,0.73412424,0.33392745,Plasmid
507,0.7243206,0.34619665,Plasmid
182,0.6721526,0.4136097,Plasmid
482,0.70765644,0.3591958,Plasmid
510,0.57635796,0.88350296,Ambiguous
120,0.8238967,0.46013153,Plasmid
103,0.68002015,0.38287643,Plasmid
651,0.72982913,0.3060601,Plasmid
621,0.9430962,0.92058074,Ambiguous
567,0.9367487,0.8391943,Ambiguous
449,0.7159398,0.38795355,Plasmid
366,0.70865417,0.3959072,Plasmid
287,0.84126174,0.46101394,Plasmid
147,0.6086275,0.42913067,Plasmid
503,0.7167407,0.37394384,Plasmid
568,0.7344502,0.3267495,Plasmid
561,0.72974795,0.3231249,Plasmid
542,0.73411286,0.32875714,Plasmid
535,0.72522587,0.2915423,Plasmid
531,0.7372208,0.34292927,Plasmid
525,0.72317505,0.35683405,Plasmid
514,0.7204466,0.34478655,Plasmid
509,0.71927625,0.30561063,Plasmid
492,0.68361557,0.31716996,Plasmid
474,0.7173332,0.38510102,Plasmid
463,0.73260987,0.35470948,Plasmid
455,0.71281767,0.37389654,Plasmid
437,0.72419804,0.3690522,Plasmid
426,0.73054063,0.3845198,Plasmid
408,0.7120054,0.33649144,Plasmid
399,0.7060686,0.38836426,Plasmid
